timestamp,dist_real_cm,dist_sensor_cm
1771607381.20107,5,4.34
1771607381.22613,5,4.42
1771607381.25119,5,4.44
1771607381.27625,5,4.43
1771607381.30131,5,4.42
1771607381.32638,5,4.43
1771607381.35146,5,4.36
1771607381.37652,5,4.39
1771607381.40156,5,4.38
1771607381.42662,5,4.44
1771607381.45170,5,4.4
1771607381.47675,5,4.43
1771607381.50181,5,4.35
1771607381.52687,5,4.35
1771607381.55193,5,4.39
1771607381.57698,5,4.36
1771607381.60209,5,4.42
1771607381.62715,5,4.36
1771607381.65221,5,4.37
1771607381.67727,5,4.37
1771607381.70234,5,4.36
1771607381.72740,5,4.37
1771607381.75246,5,4.37
1771607381.77753,5,4.33
1771607381.80259,5,4.45
1771607381.82766,5,4.42
1771607381.85272,5,4.44
1771607381.87780,5,4.41
1771607381.90285,5,4.36
1771607381.92792,5,4.38
1771607381.95298,5,4.34
1771607381.97804,5,4.34
1771607382.00311,5,4.36
1771607382.02817,5,4.43
1771607382.05323,5,4.37
1771607382.07830,5,4.44
1771607382.10338,5,4.36
1771607382.12845,5,4.35
1771607382.15352,5,4.44
1771607382.17859,5,4.45
1771607382.20366,5,4.39
1771607382.22872,5,4.39
1771607382.25378,5,4.34
1771607382.27886,5,4.4
1771607382.30393,5,4.39
1771607382.32900,5,4.36
1771607382.35407,5,4.4
1771607382.37914,5,4.34
1771607382.40418,5,4.44
1771607382.42924,5,4.35
1771607382.45430,5,4.41
1771607382.47936,5,4.41
1771607382.50442,5,4.4
1771607382.52948,5,4.43
1771607382.55454,5,4.35
1771607382.57960,5,4.33
1771607382.60466,5,4.42
1771607382.62972,5,4.43
1771607382.65483,5,4.34
1771607382.67988,5,4.33
